sample	ref	var1	var2	pval	odds_ratio	values	pval_corrected	canon_var1	canon_var2
modA0-275_modB0-075_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.5770034550925403e-27	0.48631973560170055	"26     58   
False  False    13258
True   False     5175
False  True      1317
True   True       250
dtype: int64"	6.308013820370161e-27	26	58
modA0-875_modB0-975_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.854756719632129e-12	2.221083297367285	"26     58   
True   True     17184
False  True      2317
True   False      384
False  False      115
dtype: int64"	1.773654743142739e-11	26	58
modA0-575_modB0-175_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.1137450051999664e-80	0.4906992090427428	"26     58   
True   False    10054
False  False     6475
       True      1970
True   True      1501
dtype: int64"	5.507110005599964e-79	26	58
modA0-675_modB0-775_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.5356247509211428e-06	1.1878586421104012	"26     58   
True   True     10614
False  True      4849
True   False     2941
False  False     1596
dtype: int64"	2.577787351666187e-06	26	58
modA0-175_modB0-575_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.5093928638844808e-69	2.0035212008373042	"26     58   
False  True     9054
       False    7500
True   True     2438
       False    1008
dtype: int64"	1.2885061033160201e-68	26	58
modA0-475_modB0-675_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.187088466211728e-33	0.6935564962507491	"26     58   
False  True     7557
True   True     6088
       False    3415
False  False    2940
dtype: int64"	1.5176611743865373e-32	26	58
modA0-575_modB0-575_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.15682995911482445	1.041755437149944	"26     58   
True   True     6611
False  True     4855
True   False    4835
False  False    3699
dtype: int64"	0.18702039417440736	26	58
modA0-375_modB0-775_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.2165342923628565e-77	1.9825056546764421	"26     58   
False  True     9181
True   True     6357
False  False    3307
True   False    1155
dtype: int64"	2.1853154995126755e-76	26	58
modA0-375_modB0-575_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.9055263217505214e-129	0.48929862578969907	"26     58   
False  True     7989
       False    4520
True   False    4017
       True     3474
dtype: int64"	3.1216985683866954e-127	26	58
modA0-575_modB0-575_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.710389803207682e-131	0.4887984314394101	"26     58   
True   False    5800
       True     5740
False  True     5663
       False    2797
dtype: int64"	1.4965910778067218e-129	26	58
modA0-575_modB0-575_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.79764090929725e-115	1.9354898178159958	"26     58   
True   True     7367
False  False    4425
       True     4112
True   False    4096
dtype: int64"	3.4291743182540375e-113	26	58
modA0-175_modB0-775_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.743911038577483e-07	1.2713121222111263	"26     58   
False  True     12766
       False     3790
True   True      2792
       False      652
dtype: int64"	4.825974188452859e-07	26	58
modA0-475_modB0-275_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.4307547492067538e-105	0.49487285441830897	"26     58   
True   False    7568
False  False    6923
       True     3575
True   True     1934
dtype: int64"	5.317276013889774e-104	26	58
modA0-375_modB0-375_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.716814707969397e-24	1.3539088074965488	"26     58   
False  False    8230
       True     4356
True   False    4319
       True     3095
dtype: int64"	3.435237523019484e-23	26	58
modA0-475_modB0-075_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.005908212058396939	0.8600138806540808	"26     58   
False  False    9655
True   False    8890
False  True      812
True   True      643
dtype: int64"	0.007984070349185052	26	58
modA0-975_modB0-775_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.8377090197081452e-12	1.9928718428437793	"26     58   
True   True     15217
       False     4276
False  True       325
       False      182
dtype: int64"	4.231566821696387e-12	26	58
modA0-575_modB0-875_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.694410170753222e-18	1.4444041648196453	"26     58   
True   True     10209
False  True      7273
       False     1277
True   False     1241
dtype: int64"	2.4942979998062522e-17	26	58
modA0-775_modB0-875_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0013383670253505923	1.1767312038317537	"26     58   
True   True     13681
False  True      3867
True   False     1840
False  False      612
dtype: int64"	0.0018850239793670315	26	58
modA0-575_modB0-275_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.9234387725557448	1.003184679158316	"26     58   
True   False    8345
False  False    6152
True   True     3172
False  True     2331
dtype: int64"	0.9300822169626206	26	58
modA0-575_modB0-775_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.120558797121444e-20	0.7298180969528046	"26     58   
True   True     8565
False  True     6854
True   False    2892
False  False    1689
dtype: int64"	1.870913169425769e-19	26	58
modA0-875_modB0-875_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.103423797588945e-31	1.9456245700601529	"26     58   
True   True     15459
       False     2023
False  True      2007
       False      511
dtype: int64"	1.8531591343950077e-30	26	58
modA0-075_modB0-775_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.011673815409228714	1.1804597314004586	"26     58   
False  True     14138
       False     4334
True   True      1213
       False      315
dtype: int64"	0.015476649216780491	26	58
modA0-475_modB0-475_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.83644096717857e-44	0.673905476160182	"26     58   
False  True     5496
True   False    5457
False  False    5024
True   True     4023
dtype: int64"	5.197906451281512e-43	26	58
modA0-475_modB0-175_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.853946712584452e-05	0.8621557853150745	"26     58   
False  False    8604
True   False    7932
False  True     1930
True   True     1534
dtype: int64"	0.0001203011531468078	26	58
modA0-975_modB0-675_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.017448107649374257	0.7865192132708057	"26     58   
True   True     13220
       False     6280
False  True       364
       False      136
dtype: int64"	0.022701998800301076	26	58
modA0-175_modB0-575_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0017932480175098218	0.8897896533613445	"26     58   
False  True     9520
       False    6922
True   True     1958
       False    1600
dtype: int64"	0.0025105472245137506	26	58
modA0-775_modB0-475_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.747339273055173e-06	1.1767046046593646	"26     58   
True   False    8049
       True     7442
False  False    2525
       True     1984
dtype: int64"	2.9261662467431124e-06	26	58
modA0-275_modB0-475_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.960327879006598e-24	0.7261907142766237	"26     58   
False  True     7269
       False    7234
True   False    3178
       True     2319
dtype: int64"	3.503632922263627e-23	26	58
modA0-375_modB0-775_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.2321236146306764e-10	0.8052588010866174	"26     58   
False  True     9874
True   True     5620
False  False    2640
True   False    1866
dtype: int64"	8.843243373855144e-10	26	58
modA0-975_modB0-675_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.5340698398538449	0.940126150521162	"26     58   
True   True     13237
       False     6249
False  True       356
       False      158
dtype: int64"	0.5796106789111496	26	58
modA0-375_modB0-175_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.4222772716487251e-21	1.4404460437414655	"26     58   
False  False    10702
True   False     5870
False  True      1915
True   True      1513
dtype: int64"	4.587991198866855e-21	26	58
modA0-775_modB0-875_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.655516505097923e-11	0.69503792995199	"26     58   
True   True     13501
False  True      3972
True   False     2098
False  False      429
dtype: int64"	5.882473270786538e-11	26	58
modA0-375_modB0-575_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.0901083088791457e-14	0.7960956785841851	"26     58   
False  True     7451
       False    5044
True   True     4056
       False    3449
dtype: int64"	2.8367130714327212e-14	26	58
modA0-875_modB0-575_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.16944348435011738	0.9420819745663058	"26     58   
True   True     9963
       False    7499
False  True     1485
       False    1053
dtype: int64"	0.2003554713599361	26	58
modA0-875_modB0-075_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.17238865648016233	0.8972830058142522	"26     58   
True   False    16283
False  False     2246
True   True      1275
False  True       196
dtype: int64"	0.20315161538066268	26	58
modA0-175_modB0-475_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.482463702644033e-15	0.7422877290541499	"26     58   
False  False    8454
       True     8075
True   False    2031
       True     1440
dtype: int64"	6.632536610117645e-15	26	58
modA0-675_modB0-075_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0011280834329727347	1.214662691691815	"26     58   
True   False    12490
False  False     6051
True   True      1043
False  True       416
dtype: int64"	0.0015984987916617698	26	58
modA0-575_modB0-375_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.528276837850679e-137	0.4786737749873599	"26     58   
True   False    8002
False  False    4445
       True     4057
True   True     3496
dtype: int64"	6.174484466238688e-135	26	58
modA0-775_modB0-675_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.8446419354857868e-05	1.1645137832463657	"26     58   
True   True     10721
       False     4948
False  True      2817
       False     1514
dtype: int64"	4.444753024196542e-05	26	58
modA0-775_modB0-575_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.554037630623884e-27	0.6870272380590309	"26     58   
True   True     8665
       False    6916
False  True     2854
       False    1565
dtype: int64"	3.75720580979591e-26	26	58
modA0-075_modB0-075_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.012740824481495041	0.7569784474364587	"26     58   
False  False    17077
True   False     1427
False  True      1407
True   True        89
dtype: int64"	0.016764242738809266	26	58
modA0-175_modB0-975_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.1934996874437595	0.8623493639466335	"26     58   
False  True     16115
True   True      3373
False  False      412
True   False      100
dtype: int64"	0.22612651287250693	26	58
modA0-875_modB0-675_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0001375261013513966	0.8365058096070754	"26     58   
True   True     11704
       False     5846
False  True      1728
       False      722
dtype: int64"	0.000206584272416261	26	58
modA0-575_modB0-575_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.5463118566161144e-15	1.2596441011364454	"26     58   
True   True     6884
       False    4637
False  True     4587
       False    3892
dtype: int64"	4.1471965503114185e-15	26	58
modA0-275_modB0-675_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.1356531855220404e-95	0.5028638037671362	"26     58   
False  True     10499
       False     4081
True   True      3057
       False     2363
dtype: int64"	8.360365650849833e-94	26	58
modA0-375_modB0-475_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.7693487260695603e-08	0.8479922833859342	"26     58   
False  False    6366
       True     6031
True   False    4216
       True     3387
dtype: int64"	3.4213925642229066e-08	26	58
modA0-575_modB0-475_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.397420425850175	0.9756790297750556	"26     58   
True   False    6138
       True     5438
False  False    4415
       True     4009
dtype: int64"	0.4415782509446389	26	58
modA0-075_modB0-975_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.10468420368454226	0.7731635289774824	"26     58   
False  True     18060
True   True      1420
False  False      472
True   False       48
dtype: int64"	0.12678017747262904	26	58
modA0-475_modB0-775_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.2535953484101559e-86	1.975864257009236	"26     58   
True   True     7965
False  True     7509
       False    2945
True   False    1581
dtype: int64"	1.595484988885653e-85	26	58
modA0-475_modB0-875_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.463543309273696e-50	1.91747891243845	"26     58   
False  True     8775
True   True     8684
False  False    1676
True   False     865
dtype: int64"	1.5820920334785202e-49	26	58
modA0-375_modB0-475_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.77050058734265	0.9913392949830196	"26     58   
False  False    6490
       True     5915
True   False    3990
       True     3605
dtype: int64"	0.7966771213291802	26	58
modA0-575_modB0-875_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.3465364353459937e-45	0.5277481232353229	"26     58   
True   True     9742
False  True     7757
True   False    1761
False  False     740
dtype: int64"	8.196308736888657e-45	26	58
modA0-975_modB0-675_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0002831789289005563	1.4067507123591136	"26     58   
True   True     13310
       False     6184
False  True       306
       False      200
dtype: int64"	0.0004164396013243474	26	58
modA0-875_modB0-975_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.33555948905166455	1.1343590604123932	"26     58   
True   True     17047
False  True      2463
True   False      421
False  False       69
dtype: int64"	0.3782474111693481	26	58
modA0-375_modB0-575_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.3840737928570283e-35	1.449183850036049	"26     58   
False  True     6750
       False    5787
True   True     4689
       False    2774
dtype: int64"	7.123909227940587e-35	26	58
modA0-475_modB0-975_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.542329600927339e-08	0.5922298815238726	"26     58   
False  True     10356
True   True      9153
       False      294
False  False      197
dtype: int64"	2.998974224025382e-08	26	58
modA0-375_modB0-575_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.6035016660560997	0.9843778830186358	"26     58   
False  True     7328
       False    5280
True   True     4268
       False    3124
dtype: int64"	0.6479312365632972	26	58
modA0-875_modB0-275_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.3762960864235277e-13	1.4468218781141458	"26     58   
True   False    12624
       True      4898
False  False     1954
       True       524
dtype: int64"	8.038800205770304e-13	26	58
modA0-575_modB0-775_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.8912542332266258	1.004856660879658	"26     58   
True   True     8911
False  True     6559
True   False    2604
False  False    1926
dtype: int64"	0.9028624649184342	26	58
modA0-075_modB0-375_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.00693802612685092	0.8584317689015024	"26     58   
False  False    11615
       True      6888
True   False      992
       True       505
dtype: int64"	0.009321724162755554	26	58
modA0-175_modB0-675_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.414233359437529e-88	0.4646710655032396	"26     58   
False  True     11757
       False     4794
True   True      1837
       False     1612
dtype: int64"	8.634544906935136e-87	26	58
modA0-575_modB0-975_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.42967378987241756	0.9267363865487153	"26     58   
True   True     11187
False  True      8328
True   False      287
False  False      198
dtype: int64"	0.47365614631605085	26	58
modA0-775_modB0-975_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.038800154593252215	1.2433617673542614	"26     58   
True   True     15074
False  True      4433
True   False      361
False  False      132
dtype: int64"	0.049025466092556945	26	58
modA0-575_modB0-975_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.6465277827743918e-13	0.5000875189446496	"26     58   
True   True     11156
False  True      8302
True   False      395
False  False      147
dtype: int64"	3.988129577654236e-13	26	58
modA0-475_modB0-575_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.539069353623743e-152	2.143258038985269	"26     58   
True   True     6307
False  False    5425
       True     5195
True   False    3073
dtype: int64"	3.17734854753662e-149	26	58
modA0-575_modB0-775_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.3011268495186946e-24	1.4147248978402005	"26     58   
True   True     9247
False  True     6327
True   False    2249
False  False    2177
dtype: int64"	1.5599941941259514e-23	26	58
modA0-975_modB0-475_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.005335751789408542	1.2909744486544252	"26     58   
True   False    10293
       True      9196
False  False      302
       True       209
dtype: int64"	0.007224422152003828	26	58
modA0-475_modB0-275_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.951667463437758e-06	1.1564155071910998	"26     58   
False  False    7855
True   False    6696
False  True     2744
True   True     2705
dtype: int64"	8.125869601540493e-06	26	58
modA0-275_modB0-275_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.5816891924846226	1.0197473517718105	"26     58   
False  False    10557
       True      3986
True   False     3940
       True      1517
dtype: int64"	0.6254722499834651	26	58
modA0-475_modB0-175_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.1848807045494e-06	1.1833404558957983	"26     58   
False  False    8743
True   False    7665
       True     1829
False  True     1763
dtype: int64"	8.479945077534067e-06	26	58
modA0-775_modB0-475_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.4020302488325573e-22	1.3913261048819778	"26     58   
True   False    7877
       True     7593
False  False    2676
       True     1854
dtype: int64"	1.1394359685085119e-21	26	58
modA0-975_modB0-875_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.00010552066895304127	0.5259858562583053	"26     58   
True   True     17009
       False     2504
False  True       452
       False       35
dtype: int64"	0.00016057493101549758	26	58
modA0-075_modB0-575_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.9218076369344557e-30	1.9393020853819716	"26     58   
False  True     10462
       False     8073
True   True      1048
       False      417
dtype: int64"	8.514337631988096e-30	26	58
modA0-975_modB0-175_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.017754189548157717	0.7666738419369368	"26     58   
True   False    16153
       True      3333
False  False      405
       True       109
dtype: int64"	0.02305738902358145	26	58
modA0-875_modB0-175_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.429253675074313e-52	0.46498016843490714	"26     58   
True   False    14667
       True      2812
False  False     1785
       True       736
dtype: int64"	2.308151512069249e-51	26	58
modA0-175_modB0-175_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.3292170315201114e-70	2.218386112088625	"26     58   
False  False    14033
       True      2518
True   False     2467
       True       982
dtype: int64"	2.913064902580098e-69	26	58
modA0-975_modB0-875_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.6216553184330647	0.9211822660098522	"26     58   
True   True     17034
       False     2505
False  True       406
       False       55
dtype: int64"	0.6663992693769453	26	58
modA0-475_modB0-875_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.1366337304537189e-10	0.7566615137772633	"26     58   
False  True     9435
True   True     8118
       False    1302
False  False    1145
dtype: int64"	2.448134188669548e-10	26	58
modA0-475_modB0-075_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.9535585438698308e-44	2.1825471652129833	"26     58   
False  False    9919
True   False    8634
       True      948
False  True      499
dtype: int64"	1.1588906616176963e-43	26	58
modA0-675_modB0-675_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.2892403278358644	1.0346404226053436	"26     58   
True   True     9081
False  True     4478
True   False    4265
False  False    2176
dtype: int64"	0.33029074956787124	26	58
modA0-575_modB0-675_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.6822809721038173e-08	0.8408817937113892	"26     58   
True   True     7530
False  True     6047
True   False    3834
False  False    2589
dtype: int64"	3.262040666129286e-08	26	58
modA0-675_modB0-275_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.1296779649490751e-19	0.736288339617179	"26     58   
True   False    10235
False  False     4360
True   True      3424
False  True      1981
dtype: int64"	3.438150328105881e-19	26	58
modA0-675_modB0-575_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.751940137781128e-30	1.4123849571345237	"26     58   
True   True     8135
       False    5335
False  True     3390
       False    3140
dtype: int64"	3.36533240374149e-29	26	58
modA0-875_modB0-875_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.1364133465855785e-10	1.4610325130850006	"26     58   
True   True     15391
False  True      2116
True   False     2076
False  False      417
dtype: int64"	6.673219886352295e-10	26	58
modA0-075_modB0-175_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.785205058202421e-07	0.6690571516564741	"26     58   
False  False    15207
       True      3264
True   False     1337
       True       192
dtype: int64"	3.196019285784385e-07	26	58
modA0-975_modB0-975_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.885950745210085	1.0165144032921811	"26     58   
True   True     19001
       False      500
False  True       486
       False       13
dtype: int64"	0.8987906110826949	26	58
modA0-675_modB0-275_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.982958385322835e-08	0.8303105663465132	"26     58   
True   False    9955
False  False    4495
True   True     3595
False  True     1955
dtype: int64"	5.689566402523119e-08	26	58
modA0-175_modB0-575_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.7486792117425032	0.9875371604495343	"26     58   
False  True     9405
       False    7123
True   True     1965
       False    1507
dtype: int64"	0.7775600121954781	26	58
modA0-975_modB0-875_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.014395497559088519	1.3799618424638866	"26     58   
True   True     17105
       False     2446
False  True       375
       False       74
dtype: int64"	0.01880009009582456	26	58
modA0-575_modB0-075_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0006848544190410514	0.8326176116381713	"26     58   
True   False    10766
False  False     7731
True   True       807
False  True       696
dtype: int64"	0.0009823731420670818	26	58
modA0-575_modB0-275_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.9460122098258167e-91	1.9514706620832591	"26     58   
True   False    7695
False  False    6856
True   True     3741
False  True     1708
dtype: int64"	2.8983160571873865e-90	26	58
modA0-275_modB0-075_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.4244487844342825e-31	1.9308249525936	"26     58   
False  False    13660
True   False     4841
False  True       890
True   True       609
dtype: int64"	1.1092249340549003e-30	26	58
modA0-375_modB0-375_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.126538196438404e-116	1.9853061667225158	"26     58   
False  False    8520
       True     3941
True   False    3930
       True     3609
dtype: int64"	3.160320409726046e-114	26	58
modA0-775_modB0-375_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.9581466219742697	1.0023712161206904	"26     58   
True   False    9718
       True     5767
False  False    2836
       True     1679
dtype: int64"	0.9622706389985493	26	58
modA0-575_modB0-375_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.8828042971261927	0.9952930548343807	"26     58   
True   False    7112
False  False    5371
True   True     4274
False  True     3243
dtype: int64"	0.8968984150774091	26	58
modA0-575_modB0-075_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.548288877127667e-36	2.032426466986122	"26     58   
True   False    10399
False  False     8066
True   True      1111
False  True       424
dtype: int64"	4.987912099992065e-35	26	58
modA0-775_modB0-475_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.197392092542461e-36	0.6547545237680621	"26     58   
True   False    8511
       True     6963
False  True     2514
       False    2012
dtype: int64"	4.3144168908118215e-35	26	58
modA0-375_modB0-575_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.975343348443758e-08	1.1735155109741466	"26     58   
False  True     7121
       False    5428
True   True     4517
       False    2934
dtype: int64"	1.473018560398583e-07	26	58
modA0-375_modB0-075_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0038919671610001755	1.1711555656876935	"26     58   
False  False    11567
True   False     6907
False  True       898
True   True       628
dtype: int64"	0.005331461864383802	26	58
modA0-175_modB0-375_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.820689356193184e-08	0.8126385446407943	"26     58   
False  False    10226
       True      6223
True   False     2376
       True      1175
dtype: int64"	1.8043261284344434e-07	26	58
modA0-375_modB0-175_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.9548714541361436e-51	0.5461650294779201	"26     58   
False  False    9859
True   False    6673
False  True     2532
True   True      936
dtype: int64"	3.2415046896217764e-50	26	58
modA0-075_modB0-175_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.6465900113347192	1.0327023539920421	"26     58   
False  False    15261
       True      3236
True   False     1233
       True       270
dtype: int64"	0.6855485764092322	26	58
modA0-075_modB0-475_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.03874128019681748	1.1147380766506039	"26     58   
False  False    9572
       True     8839
True   True      806
       False     783
dtype: int64"	0.049025466092556945	26	58
modA0-075_modB0-775_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.7962882892848153	1.0192458788702123	"26     58   
False  True     14304
       False     4222
True   True      1143
       False      331
dtype: int64"	0.8197085330873098	26	58
modA0-575_modB0-075_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.444544649078823e-11	0.7082710476961618	"26     58   
True   False    10689
False  False     7747
       True       791
True   True       773
dtype: int64"	1.3966505431440176e-10	26	58
modA0-475_modB0-775_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.423593182809884e-19	0.7398314533778406	"26     58   
False  True     8416
True   True     7049
       False    2408
False  False    2127
dtype: int64"	1.622442405114068e-18	26	58
modA0-375_modB0-475_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.8710887485969792e-129	2.039799855159332	"26     58   
False  False    7466
       True     5032
True   True     4343
       False    3159
dtype: int64"	1.3097621240178855e-127	26	58
modA0-575_modB0-675_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.17653502898134255	0.9594491134785132	"26     58   
True   True     7620
False  True     5752
True   False    3844
False  False    2784
dtype: int64"	0.2073397991391607	26	58
modA0-675_modB0-275_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.7176131817580845e-21	1.383939445926322	"26     58   
True   False    9423
False  False    5030
True   True     4003
False  True     1544
dtype: int64"	8.646951032866632e-21	26	58
modA0-775_modB0-775_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.004464821457638598	0.8895483350832458	"26     58   
True   True     11886
       False     3616
False  True      3540
       False      958
dtype: int64"	0.006068689359897123	26	58
